,eventairport_conv,count,eventcity,event_fullstate,eventstate,count_by_loc,, 
2570,southland field,1,sulphur,Louisiana,LA,1,,
2571,southwest citrus,1,la belle,Florida,FL,1,,
2572,cavanaugh,1,minden,Nebraska,NE,1,,
2573,cayuse creek usfs,1,hamilton,Montana,MT,1,,
2574,spicewood,1,spicewood,Texas,TX,1,,
2575,cchcc,1,kaplan,Louisiana,LA,1,,
2576,spruce creek municipal,1,spruce creek,Florida,FL,1,,
2577,somerset municipal,1,somerset,New Jersey,NJ,1,,
2578,chevron usa inc,1,leeville,Louisiana,LA,1,,
2579,sloulin field int'l apt,1,williston,North Dakota,ND,1,,
2580,cheswold municipal,1,cheswold,Delaware,DE,1,,
2581,st ignatius,1,saint ignatius,Montana,MT,1,,
2582,chesapeake ranch,1,lusby,Maryland,MD,1,,
2583,slate creek,1,slate,Idaho,ID,1,,
2584,slatington,1,slatington,Pennsylvania,PA,1,,
2585,cape may municipal,1,cape may,New Jersey,NJ,1,,
2586,chesapeake city municipal,1,chesapeake city,Maryland,MD,1,,
2587,chesaning municipal,1,chesaning,Michigan,MI,1,,
2588,sleepers strip,1,anchorage,Alaska,AK,1,,
2589,cheryl lane landings,1,bushnell,Florida,FL,1,,
2590,cherrystone,1,cheriton,Virginia,VA,1,,
2591,slobovia outernational,1,pocahontas,Mississippi,MS,1,,
2592,carey,1,maryland,Tennessee,TN,1,,
2593,st elmo,1,bayou la batre,Alabama,AL,1,,
2594,cherry point mcas cunningham field,1,cherry point,North Carolina,NC,1,,
2595,charles e grutzmacher municipal,1,onaga,Kansas,KS,1,,
2596,cheneyville,1,cheneyville,Louisiana,LA,1,,
2597,chena river,1,fairbanks,Alaska,AK,1,,
2598,smith prairie municipal,1,smiths ferry,Idaho,ID,1,,
2599,smith rla,1,washington,Illinois,IL,1,,
2600,chehalem airpark,1,newberg,Oregon,OR,1,,
2601,carrollton memorial,1,,Georgia,GA,0,,
2602,carrollton memorial,1,carrollton,Missouri,MO,1,,
2603,snook,1,beaver springs,Pennsylvania,PA,1,,
2604,carter,1,pulaski,Wisconsin,WI,1,,
2605,chataignier municipal,1,chataignier,Louisiana,LA,1,,
2606,cartersville municipal,1,cartersville,Georgia,GA,1,,
2607,charloe,1,paulding,Ohio,OH,1,,
2608,solon springs municipal,1,solon springs,Wisconsin,WI,1,,
2609,carthage leake county,1,carthage,Mississippi,MS,1,,
2610,squires,1,rayville,Louisiana,LA,1,,
2611,centre piedmont county regional,1,centre,Alabama,AL,1,,
2612,serene field,1,maricopa,Arizona,AZ,1,,
2613,clearwater airpark,1,owensville,Ohio,OH,1,,
2614,crystal lake municipal,1,crystal lake,Illinois,IL,1,,
2615,saipan international,1,saipan,Northern Mariana Islands,MP,1,,
2616,saint helen municipal,1,saint helen,Michigan,MI,1,,
2617,culpeper municipal,1,culpeper,Virginia,VA,1,,
2618,culpepper municipal,1,culpeper,Virginia,VA,1,,
2619,sac city municipal,1,sac city,Iowa,IA,1,,
2620,sabetha municipal,1,sabetha,Kansas,KS,1,,
2621,ryan aerodrome,1,midland,Texas,TX,1,,
2622,currier's,1,greenville,Maine,ME,1,,
2623,russell,1,chestertown,Maryland,MD,1,,
2624,dahio trotwood,1,dayton,Ohio,OH,1,,
2625,ruby star airpark,1,green valley,Arizona,AZ,1,,
2626,royalton,1,gasport,New York,NY,1,,
2627,dallas ft international,1,dallas,Texas,TX,1,,
2628,dan e richards municipal,1,paducah,Texas,TX,1,,
2629,round lake,1,round lake,New York,NY,1,,
2630,danburn municipal,1,danburn,Connecticut,CT,1,,
2631,rotonda municipal,1,rotonda west,Florida,FL,1,,
2632,rothrock,1,streator,Illinois,IL,1,,
2633,daniels,1,harrisburg,Oregon,OR,1,,
2634,ross private strip,1,orondo,Washington,WA,1,,
2635,darby dan,1,columbus,Ohio,OH,1,,
2636,cullan,1,hemingford,Nebraska,NE,1,,
2637,crowville municipal,1,crowville,Louisiana,LA,1,,
2638,darr field,1,high point,North Carolina,NC,1,,
2639,crosswinds airfield,1,sassamansville,Pennsylvania,PA,1,,
2640,cresswell municipal,1,creswell,Oregon,OR,1,,
2641,sanders,1,macon,Mississippi,MS,1,,
2642,sand ridge airpark inc,1,collinsville,Oklahoma,OK,1,,
2643,sand lake,1,walls,Mississippi,MS,1,,
2644,crestview municipal,1,crestview,Florida,FL,1,,
2645,sanctuary,1,bellflower,Missouri,MO,1,,
2646,sanaa international,1,sanaa,,,0,,
2647,san saba municipal,1,san saba,Texas,TX,1,,
2648,creve coeur municipal,1,creve coeur,Missouri,MO,1,,
2649,san martin municipal,1,san martin,California,CA,1,,
2650,crevice creek,1,crevice creek,Alaska,AK,1,,
2651,crisfield municipal,1,crisfield,Maryland,MD,1,,
2652,san fernandoq municipal,1,san fernando,California,CA,1,,
2653,crockett municipal,1,crockett,Texas,TX,1,,
2654,san clemente island nalf,1,san clemente,California,CA,1,,
2655,san augustine county,1,san augustine,Texas,TX,1,,
2656,crooked lake,1,santa rosa,New Mexico,NM,1,,
2657,sam riggs airpark,1,claremore,Oklahoma,OK,1,,
2658,salty approach,1,fort myers,Florida,FL,1,,
2659,cross cut,1,tempe,Arizona,AZ,1,,
2660,salisbury municipal,1,salisbury,Maryland,MD,1,,
2661,rosenbaum field,1,chippewa falls,Wisconsin,WI,1,,
2662,rosebud sioux tribal,1,rosebud,South Dakota,SD,1,,
2663,sandpoint municipal,1,sandpoint,Idaho,ID,1,,
2664,robert sibley,1,selmer,Tennessee,TN,1,,
2665,deep water cay municipal,1,deep water cay,,,0,,
2666,robbinsville municipal,1,robbinsville,New Jersey,NJ,1,,
2667,deer creek ranch,1,vina,California,CA,1,,
2668,robbins,1,oneonta,Alabama,AL,1,,
2669,deer pasture,1,lampasas,Texas,TX,1,,
2670,del norte municipal,1,del norte,Colorado,CO,1,,
2671,delhi municipal,1,delhi,Louisiana,LA,1,,
2672,dell city municipal,1,dell city,Texas,TX,1,,
2673,river field,1,portland,Connecticut,CT,1,,
2674,river bend municipal,1,riverbend,Washington,WA,1,,
2675,river bend,1,cusick,Washington,WA,1,,
2676,dell flight strip,1,dell,Montana,MT,1,,
2677,rio linda municipal,1,rio linda,California,CA,1,,
2678,delta,1,delta,Colorado,CO,1,,
2679,rigby municipal,1,rigby,Idaho,ID,1,,
2680,rigby jefferson county,1,rigby,Idaho,ID,1,,
2681,denali,1,mc kinley park,Alaska,AK,1,,
2682,ridgeland municipal,1,ridgeland,South Carolina,SC,1,,
2683,ridge soaring,1,unionville,Pennsylvania,PA,1,,
2684,ridge road west,1,spenceport,New York,NY,1,,
2685,department of corrections field,1,lake butler,Florida,FL,1,,
2686,dee jay,1,ono,Pennsylvania,PA,1,,
2687,deck airpark,1,apex,North Carolina,NC,1,,
2688,darrington municipal,1,darrington,Washington,WA,1,,
2689,dean memorial,1,haverhill,New Hampshire,NH,1,,
2690,darrtown municipal,1,darrtown,Ohio,OH,1,,
2691,rosalia municipal,1,rosalia,Washington,WA,1,,
2692,dauphin island municipal,1,dauphin island,Alabama,AL,1,,
2693,roosevelt memorial,1,warm springs,Georgia,GA,1,,
2694,ronan municipal,1,ronan,Montana,MT,1,,
2695,david city municipal,1,david city,Nebraska,NE,1,,
2696,david g joyce,1,calvin,Louisiana,LA,1,,
2697,rolle airfield,1,somerton,Arizona,AZ,1,,
2698,david wine's airstrip,1,spur,Texas,TX,1,,
2699,david's,1,athens,Michigan,MI,1,,
2700,rolette,1,rolette,North Dakota,ND,1,,
2701,rocky creek ranch,1,la grange,Texas,TX,1,,
2702,dayton valley airpark,1,moundhouse,Nevada,NV,1,,
2703,rockville municipal,1,rockville,Virginia,VA,1,,
2704,de quincy industrial airpark,1,dequincy,Louisiana,LA,1,,
2705,de witt municipal,1,de witt,Arkansas,AR,1,,
2706,rocking t ranch,1,delta junction,Alaska,AK,1,,
2707,rock rapids municipal,1,rock rapids,Iowa,IA,1,,
2708,rock county,1,bassett,Nebraska,NE,1,,
2709,rocherster municipal,1,rocherster,Minnesota,MN,1,,
2710,dean griffin memorial,1,wiggins,Mississippi,MS,1,,
2711,creole,1,oak grove,Louisiana,LA,1,,
2712,sandstone municipal,1,sandstone,Minnesota,MN,1,,
2713,cleveland,1,cleveland,Texas,TX,1,,
2714,cockfield aerodrome,1,scranton,South Carolina,SC,1,,
2715,shelby municipal,1,shelby,North Carolina,NC,1,,
2716,cold bay municipal,1,cold bay,Alaska,AK,1,,
2717,shelby community,1,shelby,Ohio,OH,1,,
2718,cold meadows municipal,1,meadows,Idaho,ID,1,,
2719,shelby air service,1,shelby,Mississippi,MS,1,,
2720,cole airfield,1,fruita,Colorado,CO,1,,
2721,shawnee field,1,bloomfield,Indiana,IN,1,,
2722,shawano municipal,1,shawano,Wisconsin,WI,1,,
2723,shaw island trust,1,lynden,Washington,WA,1,,
2724,shaw island municipal,1,shaw island,Washington,WA,1,,
2725,collegeville,1,collegeville,Pennsylvania,PA,1,,
2726,sharon,1,sharon springs,New York,NY,1,,
2727,shannon international,1,shannon,,,0,,
2728,shanghai international,1,shanghai,,,0,,
2729,shands cair,1,chiefland,Florida,FL,1,,
2730,shamrock municipal,1,shamrock,Texas,TX,1,,
2731,shallowwater municipal,1,shallowwater,Texas,TX,1,,
2732,shallowater municipal,1,shallowater,Texas,TX,1,,
2733,columbia statio municipal,1,columbia station,Ohio,OH,1,,
2734,comanche county city,1,comanche,Texas,TX,1,,
2735,settle international,1,seattle,Washington,WA,1,,
2736,cokeville municipal,1,cokeville,Wyoming,WY,1,,
2737,shelter cove,1,shelter cove,California,CA,1,,
2738,sentara norfolk general hospital,1,norfolk,Virginia,VA,1,,
2739,shelter cove municipal,1,shelter cove,California,CA,1,,
2740,sigourney iowa,1,sigourney,Iowa,IA,1,,
2741,sierraville municipal,1,sierraville,California,CA,1,,
2742,sierraville dearwater,1,sierraville,California,CA,1,,
2743,cline falls air park,1,redmond,Oregon,OR,1,,
2744,shure,1,vincennes,Indiana,IN,1,,
2745,shreveport municipal,1,shreveport,Louisiana,LA,1,,
2746,shoshone municipal,1,shoshone,Idaho,ID,1,,
2747,shoshone,1,shoshone,California,CA,1,,
2748,short creek,1,dover,Tennessee,TN,1,,
2749,cobbetts pond,1,windham,New Hampshire,NH,1,,
2750,shirley municipal,1,shirley,Massachusetts,MA,1,,
2751,shirley,1,shirley,Massachusetts,MA,1,,
2752,shiocton,1,shiocton,Wisconsin,WI,1,,
2753,shiloh,1,richardson,Texas,TX,1,,
2754,shilling's,1,texarkana,Texas,TX,1,,
2755,shiflet field,1,marion,North Carolina,NC,1,,
2756,shields,1,elberta,Alabama,AL,1,,
2757,cochran county,1,morton,Texas,TX,1,,
2758,sherman,1,sherman,Texas,TX,1,,
2759,sherlock field,1,gravois mills,Missouri,MO,1,,
2760,cochran municipal,1,cochran,Georgia,GA,1,,
2761,stambaugh,1,stambaugh,Michigan,MI,1,,
2762,seneca falls municipal,1,seneca falls,New York,NY,1,,
2763,creighton municipal,1,creighton,Nebraska,NE,1,,
2764,cornish field,1,lawton,Michigan,MI,1,,
2765,scobey,1,scobey,Montana,MT,1,,
2766,corsica municipal,1,corsica,South Dakota,SD,1,,
2767,schuy rush,1,rushville,Illinois,IL,1,,
2768,schultz field,1,rochelle,Illinois,IL,1,,
2769,schertz field,1,hudson,Illinois,IL,1,,
2770,cottage grove municipal,1,cottage grove,Oregon,OR,1,,
2771,schaumburg municipal,1,schaumburg,Illinois,IL,1,,
2772,scappoose municipal,1,scappoose,Oregon,OR,1,,
2773,cotton field,1,broken arrow,Oklahoma,OK,1,,
2774,country bend,1,watson,Louisiana,LA,1,,
2775,sawyer,1,new church,Virginia,VA,1,,
2776,country squire airpark,1,sandy,Oregon,OR,1,,
2777,covey trails,1,fulshear,Texas,TX,1,,
2778,savanah municipal,1,savannah,Georgia,GA,1,,
2779,sarasota municipal,1,sarasota,Florida,FL,1,,
2780,sarasota memorial hospital,1,sarasota,Florida,FL,1,,
2781,sarasota bradenton,1,sarasota,Florida,FL,1,,
2782,santee municipal,1,santee,South Carolina,SC,1,,
2783,santana municipal,1,satanta,Kansas,KS,1,,
2784,craigmont municipal,1,craigmont,Idaho,ID,1,,
2785,santa catalina municipal,1,santa catalina,California,CA,1,,
2786,scott airpark,1,lovettsville,Virginia,VA,1,,
2787,coram municipal,1,coram,New York,NY,1,,
2788,comanche creek,1,elbert,Colorado,CO,1,,
2789,scott seed farm,1,pomeroy,Washington,WA,1,,
2790,comfort airpark,1,comfort,Texas,TX,1,,
2791,commerce municipal,1,commerce,Texas,TX,1,,
2792,selma municipal,1,selma,California,CA,1,,
2793,commodore center,1,mill valley,California,CA,1,,
2794,sells,1,sells,Arizona,AZ,1,,
2795,community medical center,1,scranton,Pennsylvania,PA,1,,
2796,selby general hospital,1,marietta,Ohio,OH,1,,
2797,conchas lake,1,conchas dam,New Mexico,NM,1,,
2798,conchas lake,1,,,,0,,
2799,sebewaing municipal,1,sebewaing,Michigan,MI,1,,
2800,sebewaing,1,sebewaing,Michigan,MI,1,,
2801,condon municipal,1,condon,Oregon,OR,1,,
2802,seattle seaplanes,1,seattle,Washington,WA,1,,
2803,condon usfs,1,condon,Montana,MT,1,,
2804,seaside,1,seaside,Oregon,OR,1,,
2805,seaplane landing area,1,concrete,Washington,WA,1,,
2806,cookston municipal,1,cook,Minnesota,MN,1,,
2807,cooperstown municipal,1,cooperstown,North Dakota,ND,1,,
2808,seafood warehouse park,1,crystal beach,Texas,TX,1,,
2809,seafood warehouse park,1,,Texas,TX,0,,
2810,coral ocean point pro shop,1,koblerville,,,0,,
2811,scotts valley municipal,1,scotts valley,California,CA,1,,
2812,scotts,1,crane lake,Minnesota,MN,1,,
2813,camp chippewa,1,ottawa,Kansas,KS,1,,
2814,rangeley municipal,1,rangeley,Maine,ME,1,,
2815,camillus,1,camillus,New York,NY,1,,
2816,watonga regional,1,watonga,Oklahoma,OK,1,,
2817,backachers ranch,1,selma,Oregon,OR,1,,
2818,backus municipal,1,backus,Minnesota,MN,1,,
2819,bakers acres,1,trenton,Nebraska,NE,1,,
2820,waverly municipal,1,waverly,Iowa,IA,1,,
2821,baldwin base,1,north muskegon,Michigan,MI,1,,
2822,waupun,1,waupun,Wisconsin,WI,1,,
2823,baldwin municipal,1,baldwin,Wisconsin,WI,1,,
2824,waunakee,1,waunakee,Wisconsin,WI,1,,
2825,bandera state,1,north bend,Washington,WA,1,,
2826,banner thunderbird medical center,1,denton,North Carolina,NC,1,,
2827,watkins municipal,1,watkins,Colorado,CO,1,,
2828,weeks,1,bunnell,Florida,FL,1,,
2829,watford city municipal,1,watford city,North Dakota,ND,1,,
2830,baraboo municipal,1,baraboo,Wisconsin,WI,1,,
2831,waskish municipal,1,waskish,Minnesota,MN,1,,
2832,washington wilkes county,1,washington,Georgia,GA,1,,
2833,barberville municipal,1,barberville,Florida,FL,1,,
2834,barker municipal,1,barker,New York,NY,1,,
2835,barnes,1,westfield,Mississippi,MS,1,,
2836,barnes county municipal,1,valley city,North Dakota,ND,1,,
2837,barrett field,1,philadelphia,Mississippi,MS,1,,
2838,wasco state,1,wasco,Oregon,OR,1,,
2839,weed,1,weed,California,CA,1,,
2840,weiker,1,green springs,Ohio,OH,1,,
2841,basin harbor municipal,1,basin harbor,Vermont,VT,1,,
2842,west feliciana parish hospital,1,thibodaux,Louisiana,LA,1,,
2843,westerlo,1,westerlo,New York,NY,1,,
2844,westbrook municipal,1,westbrook,Minnesota,MN,1,,
2845,asheboro municipal,1,asheboro,North Carolina,NC,1,,
2846,west pvt,1,roxana,Delaware,DE,1,,
2847,asplundh,1,saint michaels,Maryland,MD,1,,
2848,west plains municipal,1,west plains,Missouri,MO,1,,
2849,west penn hospital,1,pittsburgh,Pennsylvania,PA,1,,
2850,west palm beach municipal,1,west palm beach,Florida,FL,1,,
2851,west middlesex,1,west middlesex,Pennsylvania,PA,1,,
2852,west liberty,1,west liberty,Kentucky,KY,1,,
2853,west bloomfield municipal,1,west bloomfield,New York,NY,1,,
2854,avoca,1,avoca,Michigan,MI,1,,
2855,atomic city municipal,1,atomic city,Idaho,ID,1,,
2856,wesson davis field,1,paris,Arkansas,AR,1,,
2857,weseca municipal,1,waseca,Minnesota,MN,1,,
2858,atwood municipal,1,atwood,Kansas,KS,1,,
2859,atwood rawlins county city county,1,atwood,Kansas,KS,1,,
2860,au gres municipal,1,au gres,Michigan,MI,1,,
2861,auberry municipal,1,auberry,California,CA,1,,
2862,auburn academy,1,auburn,Washington,WA,1,,
2863,aurora medical center,1,waunakee,Wisconsin,WI,1,,
2864,avenal,1,blackwells corner,California,CA,1,,
2865,barron municipal,1,barron,Wisconsin,WI,1,,
2866,warrenton municipal,1,warrenton,Virginia,VA,1,,
2867,arrowhead,1,mathis,Texas,TX,1,,
2868,vinland valley aerodrome,1,baldwin city,Kansas,KS,1,,
2869,beaufort municipal,1,beaufort,North Carolina,NC,1,,
2870,wagner,1,robbins,California,CA,1,,
2871,beaver marsh state,1,beaver marsh,Oregon,OR,1,,
2872,becker personal,1,saint frances,Minnesota,MN,1,,
2873,waco municipal,1,waco,Texas,TX,1,,
2874,w & e air service,1,rayne,Louisiana,LA,1,,
2875,beef island,1,,Virgin Islands,VI,0,,
2876,beef island,1,roadtown,Virgin Islands,VI,1,,
2877,beef island,1,,,,0,,
2878,bellefontaine municipal,1,bellefontaine,Ohio,OH,1,,
2879,virgin gordo municipal,1,virgin gorda,,,0,,
2880,vinton county,1,new plymouth,Ohio,OH,1,,
2881,belmond municipal,1,belmond,Iowa,IA,1,,
2882,waipaca municipal,1,waupaca,Wisconsin,WI,1,,
2883,vineland downstown,1,vineland,New Jersey,NJ,1,,
2884,vincent,1,genoa city,Wisconsin,WI,1,,
2885,vince's condominium association,1,lake placid,Florida,FL,1,,
2886,vieques municipal,1,esperanza vieques,Puerto Rico,PR,1,,
2887,vicksburg tallulah regional,1,,Mississippi,MS,0,,
2888,vicksburg tallulah regional,1,mound,Louisiana,LA,1,,
2889,beltsville shop,1,beltsville,Maryland,MD,1,,
2890,vertiflite,1,maryville,Tennessee,TN,1,,
2891,venice base heliport & spb,1,venice,Louisiana,LA,1,,
2892,vaughn,1,linwood,Mississippi,MS,1,,
2893,beltzville municipal,1,beltzville,Pennsylvania,PA,1,,
2894,beaufort mcas merritt field,1,beaufort,South Carolina,SC,1,,
2895,wakeeney municipal,1,wakeeney,Kansas,KS,1,,
2896,bass field,1,purvis,Mississippi,MS,1,,
2897,ward,1,beresford,South Dakota,SD,1,,
2898,batavia municipal,1,batavia,New York,NY,1,,
2899,warren usfs,1,warren,Idaho,ID,1,,
2900,bates field,1,mobile,Alabama,AL,1,,
2901,baton rouge general hospital,1,baker,Louisiana,LA,1,,
2902,battle field,1,perryville,Kentucky,KY,1,,
2903,warner springs municipal,1,warner springs,California,CA,1,,
2904,battle lake municipal,1,battle lake,Minnesota,MN,1,,
2905,warner lambert parking lot,1,morris plains,New Jersey,NJ,1,,
2906,wareham municipal,1,wareham,Massachusetts,MA,1,,
2907,baudette flying service,1,madison lake,Minnesota,MN,1,,
2908,baugh flight park,1,memphis,Missouri,MO,1,,
2909,bear creek municipal,1,bear creek,Georgia,GA,1,,
2910,walters municipal,1,walters,Oklahoma,OK,1,,
2911,walsh,1,halifax,Pennsylvania,PA,1,,
2912,walls,1,stilson,Georgia,GA,1,,
2913,bayview,1,seattle,Washington,WA,1,,
2914,wall lake municipal,1,wall lake,Iowa,IA,1,,
2915,wall flying service,1,wall,Texas,TX,1,,
2916,bayview farms,1,burlington,Washington,WA,1,,
2917,beach city municipal,1,beach city,Ohio,OH,1,,
2918,beach ranch,1,enterprise,Oregon,OR,1,,
2919,wakeman,1,wakeman,Ohio,OH,1,,
2920,arthur municipal,1,arthur,Nebraska,NE,1,,
2921,arnold field,1,halls,Tennessee,TN,1,,
2922,camilla mitchell county,1,camilla,Georgia,GA,1,,
2923,alamo landing field,1,alamo,Nevada,NV,1,,
2924,air park field,1,woodburn,Indiana,IN,1,,
2925,woodworth,1,woodworth,Louisiana,LA,1,,
2926,air sailing,1,sparks,Nevada,NV,1,,
2927,woods and lakes airpark,1,oklawaha,Florida,FL,1,,
2928,woods,1,barstow,Illinois,IL,1,,
2929,airman acres,1,collinsville,Oklahoma,OK,1,,
2930,woodland municipal,1,woodland,Washington,WA,1,,
2931,woodford airpark,1,woodford,Virginia,VA,1,,
2932,woodbridge,1,brandon,Mississippi,MS,1,,
2933,airpark estates,1,augusta,Kansas,KS,1,,
2934,wolf river,1,rossville,Tennessee,TN,1,,
2935,wright aaf fort stewart)/midcoast regional,1,fort stewart,Georgia,GA,1,,
2936,wm 'tiny' zehnder field,1,frankenmuth,Michigan,MI,1,,
2937,albemarle municipal,1,albemarle,North Carolina,NC,1,,
2938,wishek municipal,1,wishek,North Dakota,ND,1,,
2939,albert j lindberg,1,hessel,Michigan,MI,1,,
2940,winters municipal,1,winters,Texas,TX,1,,
2941,albion municipal,1,albion,Nebraska,NE,1,,
2942,winstead '76',1,leasburg,North Carolina,NC,1,,
2943,winnfield municipal,1,winnfield,Louisiana,LA,1,,
2944,winner regional,1,winner,South Dakota,SD,1,,
2945,alert field,1,big sandy,Texas,TX,1,,
2946,air logistics venice n,1,venice,Louisiana,LA,1,,
2947,air logistics sabine,1,sabine pass,Texas,TX,1,,
2948,alfonsinas municipal,1,alfonsinas,,,0,,
2949,acapulco international,1,acapulco,,,0,,
2950,zortman,1,zortman,Montana,MT,1,,
2951,zitone,1,montague,New Jersey,NJ,1,,
2952,zimmerle,1,abilene,Texas,TX,1,,
2953,aaf,1,hanoi,,,0,,
2954,zaverton,1,montrose,Pennsylvania,PA,1,,
2955,abbeville municipal,1,abbeville,Louisiana,LA,1,,
