
From 01/1989 To 01/1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,IFR Itinerant,,,,,IFR Overflight,,,,,VFR Itinerant,,,,,VFR Overflight,,,,,Local,,, , ,
Date,Facility,State,Region,"DDSO
Service
Area",Class,"Air
Carrier","Air
Taxi","General
Aviation",Military,Total,"Air
Carrier","Air
Taxi","General
Aviation",Military,Total,"Air
Carrier","Air
Taxi","General
Aviation",Military,Total,"Air
Carrier","Air
Taxi","General
Aviation",Military,Total,Civil,Military,Total,"Airport
Operations","Tower
Operations",
Sub-Total for Unknown,,,,,,0,126,988,0,"1,114",0,0,0,0,0,0,259,"7,851",20,"8,130",0,0,0,0,0,"8,658",11,"8,669","17,913","17,913",
01/1990,SFO ,CA,AWP,WE,Combined TRACON & Tower with Radar,"24,429","6,522","2,124",141,"33,216",0,0,0,0,0,372,166,254,48,840,0,0,0,0,0,821,0,821,"34,877","34,877",
Sub-Total for WE,,,,,,"39,424","18,519","5,631",161,"63,735",0,0,0,0,0,670,"1,100","20,551",443,"22,764",0,0,0,0,0,"27,251","2,143","29,394","115,893","115,893",
01/1990,SGF ,MO,ACE,CE,Towers with Radar,332,"1,584","1,534",142,"3,592",0,227,488,16,731,17,146,"1,348",127,"1,638",0,0,0,0,0,"2,262",659,"2,921","8,151","8,882",
01/1990,SHV ,LA,ASW,CE,Towers with Radar,"1,207","1,067","1,715",89,"4,078",0,210,"2,140",169,"2,519",142,76,0,0,218,0,0,0,0,0,714,693,"1,407","5,703","8,222",
Sub-Total for Unknown,,,,,,"1,539","2,651","3,249",231,"7,670",0,437,"2,628",185,"3,250",159,222,"1,348",127,"1,856",0,0,0,0,0,"2,976","1,352","4,328","13,854","17,104",
Sub-Total for CE,,,,,,"1,539","2,651","3,249",231,"7,670",0,437,"2,628",185,"3,250",159,222,"1,348",127,"1,856",0,0,0,0,0,"2,976","1,352","4,328","13,854","17,104",
01/1990,SIG ,PR,ASO,ES,Towers with Display (VFR),0,0,111,0,111,0,0,0,0,0,0,558,"2,846",297,"3,701",0,0,0,0,0,"2,344",72,"2,416","6,228","6,228",
01/1990,SJC ,CA,AWP,WE,Combined TRACON & Tower with Radar,"7,445","3,412","6,955",28,"17,840",0,0,0,0,0,392,115,557,46,"1,110",0,0,0,0,0,"3,393",2,"3,395","22,345","22,345",
01/1990,SJT ,TX,ASW,CE,Tower without Radar,0,"1,080",624,778,"2,482",0,0,23,33,56,0,159,"2,178",150,"2,487",0,0,0,0,0,"1,071","1,670","2,741","7,710","7,766",
01/1990,SJU ,PR,ASO,ES,Combined TRACON & Tower with Radar,"5,484","9,053","2,280",276,"17,093",0,0,0,0,0,248,158,207,134,747,0,0,0,0,0,518,102,620,"18,460","18,460",
01/1990,SLC ,UT,ANM,WE,Combined TRACON & Tower with Radar,"11,977","4,578","5,118",309,"21,982",0,0,0,0,0,622,298,622,75,"1,617",0,0,0,0,0,178,42,220,"23,819","23,819",
Sub-Total for Unknown,,,,,,"17,461","13,631","7,398",585,"39,075",0,0,0,0,0,870,456,829,209,"2,364",0,0,0,0,0,696,144,840,"42,279","42,279",
01/1990,SLE ,OR,ANM,WE,Towers with Display (VFR),0,101,537,142,780,0,0,0,0,0,4,50,"1,132",224,"1,410",0,0,0,0,0,"1,428",369,"1,797","3,987","3,987",
Sub-Total for WE,,,,,,"11,977","4,679","5,655",451,"22,762",0,0,0,0,0,626,348,"1,754",299,"3,027",0,0,0,0,0,"1,606",411,"2,017","27,806","27,806",
Sub-Total for ANM,,,,,,"11,977","4,679","5,655",451,"22,762",0,0,0,0,0,626,348,"1,754",299,"3,027",0,0,0,0,0,"1,606",411,"2,017","27,806","27,806",
01/1990,SLN ,KS,ACE,CE,Towers with Display (VFR),0,93,595,362,"1,050",0,0,0,0,0,0,40,"1,925",379,"2,344",0,0,0,0,0,"2,858","1,249","4,107","7,501","7,501",
01/1990,SMF ,CA,AWP,WE,Towers with Display (VFR),"4,107","3,433","1,216",108,"8,864",0,0,0,0,0,482,485,"1,132",3,"2,102",0,0,0,0,0,"1,984",256,"2,240","13,206","13,206",
01/1990,SMO ,CA,AWP,WE,Towers with Display (VFR),0,2,"2,224",0,"2,226",0,0,0,0,0,0,24,"7,353",12,"7,389",0,0,0,0,0,"5,871",0,"5,871","15,486","15,486",
01/1990,SMX ,CA,AWP,WE,Towers with Display (VFR),0,901,380,2,"1,283",0,0,0,0,0,6,962,"3,084",54,"4,106",0,0,0,0,0,"1,272",2,"1,274","6,663","6,663",
Sub-Total for Unknown,,,,,,"4,107","4,530","4,952",614,"14,203",0,0,0,0,0,492,"1,561","14,626",672,"17,351",0,0,0,0,0,"13,413","1,876","15,289","46,843","46,843",
01/1990,SNA ,CA,AWP,WE,Combined TRACON & Tower with Radar,"4,364","2,247","14,608",0,"21,219",0,0,0,0,0,725,438,"4,151",99,"5,413",0,0,0,0,0,"12,828",0,"12,828","39,460","39,460",
01/1990,SNS ,CA,AWP,WE,Towers with Display (VFR),0,2,623,7,632,0,0,0,0,0,0,142,"2,843",19,"3,004",0,0,0,0,0,"4,156",628,"4,784","8,420","8,420",
Sub-Total for WE,,,,,,"8,471","6,585","19,051",117,"34,224",0,0,0,0,0,"1,213","2,051","18,563",187,"22,014",0,0,0,0,0,"26,111",886,"26,997","83,235","83,235",
Sub-Total for AWP,,,,,,"8,471","6,585","19,051",117,"34,224",0,0,0,0,0,"1,213","2,051","18,563",187,"22,014",0,0,0,0,0,"26,111",886,"26,997","83,235","83,235",
Sub-Total for CA,,,,,,"8,471","6,585","19,051",117,"34,224",0,0,0,0,0,"1,213","2,051","18,563",187,"22,014",0,0,0,0,0,"26,111",886,"26,997","83,235","83,235",
01/1990,SPG ,FL,ASO,ES,Towers with Display (VFR),0,43,319,0,362,0,0,0,0,0,0,372,"3,382",9,"3,763",0,0,0,0,0,"4,166",20,"4,186","8,311","8,311",
Sub-Total for Unknown,,,,,,0,45,942,7,994,0,0,0,0,0,0,514,"6,225",28,"6,767",0,0,0,0,0,"8,322",648,"8,970","16,731","16,731",
01/1990,SPI ,IL,AGL,CE,Towers with Radar,0,"2,027","3,782",437,"6,246",122,877,"1,197",41,"2,237",0,155,232,152,539,0,0,0,0,0,"2,392",524,"2,916","9,701","11,938",
01/1990,SQL ,CA,AWP,WE,Towers with Display (VFR),0,0,343,0,343,0,0,0,0,0,0,1,"6,485",0,"6,486",0,0,0,0,0,"7,005",0,"7,005","13,834","13,834",
01/1990,SRQ ,FL,ASO,ES,Combined TRACON & Tower with Radar,"2,448",989,"6,782",136,"10,355",0,0,0,0,0,216,130,327,128,801,0,0,0,0,0,"2,388",26,"2,414","13,570","13,570",
01/1990,SSF ,TX,ASW,CE,Towers with Display (VFR),0,3,227,261,491,0,0,0,0,0,0,58,"1,253",94,"1,405",0,0,0,0,0,"3,093",121,"3,214","5,110","5,110",
01/1990,STJ ,MO,ACE,CE,Towers with Display (VFR),1,0,133,168,302,0,0,0,0,0,21,28,458,307,814,0,0,0,0,0,398,410,808,"1,924","1,924",
Sub-Total for Unknown,,,,,,1,3,360,429,793,0,0,0,0,0,21,86,"1,711",401,"2,219",0,0,0,0,0,"3,491",531,"4,022","7,034","7,034",
01/1990,STL ,MO,ACE,CE,Combined TRACON & Tower with Radar,"23,496","8,970","2,548",725,"35,739",0,0,0,0,0,485,173,351,173,"1,182",0,0,0,0,0,0,0,0,"36,921","36,921",
Sub-Total for ACE,,,,,,"23,497","8,970","2,681",893,"36,041",0,0,0,0,0,506,201,809,480,"1,996",0,0,0,0,0,398,410,808,"38,845","38,845",
Sub-Total for MO,,,,,,"23,497","8,970","2,681",893,"36,041",0,0,0,0,0,506,201,809,480,"1,996",0,0,0,0,0,398,410,808,"38,845","38,845",
01/1990,STP ,MN,AGL,CE,Towers with Display (VFR),0,393,"1,119",141,"1,653",0,0,0,0,0,0,262,"6,794",677,"7,733",0,0,0,0,0,"5,729",400,"6,129","15,515","15,515",
Sub-Total for CE,,,,,,"23,497","9,366","4,027","1,295","38,185",0,0,0,0,0,506,521,"8,856","1,251","11,134",0,0,0,0,0,"9,220",931,"10,151","59,470","59,470",
01/1990,STS ,CA,AWP,WE,Towers with Display (VFR),101,627,910,14,"1,652",0,0,0,0,0,24,122,"5,487",80,"5,713",0,0,0,0,0,"4,420",54,"4,474","11,839","11,839",
Sub-Total for Unknown,,,,,,101,"1,020","2,029",155,"3,305",0,0,0,0,0,24,384,"12,281",757,"13,446",0,0,0,0,0,"10,149",454,"10,603","27,354","27,354",
01/1990,STT ,VI,ASO,ES,Combined TRACON & Tower with Radar,509,"2,410",166,0,"3,085",0,0,0,0,0,44,"3,879","1,390",173,"5,486",0,0,0,0,0,428,28,456,"9,027","9,027",
01/1990,STX ,VI,ASO,ES,Towers with Display (VFR),543,"1,281",57,5,"1,886",0,0,0,0,0,48,"2,191","1,598",388,"4,225",0,0,0,0,0,184,64,248,"6,359","6,359",
Sub-Total for ES,,,,,,"1,052","3,691",223,5,"4,971",0,0,0,0,0,92,"6,070","2,988",561,"9,711",0,0,0,0,0,612,92,704,"15,386","15,386",
Sub-Total for ASO,,,,,,"1,052","3,691",223,5,"4,971",0,0,0,0,0,92,"6,070","2,988",561,"9,711",0,0,0,0,0,612,92,704,"15,386","15,386",
Sub-Total for VI,,,,,,"1,052","3,691",223,5,"4,971",0,0,0,0,0,92,"6,070","2,988",561,"9,711",0,0,0,0,0,612,92,704,"15,386","15,386",
01/1990,SUN ,ID,ANM,WE,Federal Contract Tower,0,155,152,0,307,0,0,0,0,0,33,248,"1,820",1,"2,102",0,0,0,0,0,568,0,568,"2,977","2,977",
01/1990,SUS ,MO,ACE,CE,Towers with Display (VFR),0,86,"2,886",0,"2,972",0,0,0,0,0,0,44,"4,013",16,"4,073",0,0,0,0,0,"8,012",0,"8,012","15,057","15,057",
01/1990,SUX ,IA,ACE,CE,Towers with Radar,418,378,"1,281",229,"2,306",0,31,280,0,311,60,54,810,60,984,0,0,0,0,0,"1,308",516,"1,824","5,114","5,425",
Sub-Total for CE,,,,,,418,464,"4,167",229,"5,278",0,31,280,0,311,60,98,"4,823",76,"5,057",0,0,0,0,0,"9,320",516,"9,836","20,171","20,482",
Sub-Total for ACE,,,,,,418,464,"4,167",229,"5,278",0,31,280,0,311,60,98,"4,823",76,"5,057",0,0,0,0,0,"9,320",516,"9,836","20,171","20,482",
01/1990,SYR ,NY,AEA,EN,Towers with Radar,"4,145","3,679","2,909",460,"11,193",99,658,"1,489",197,"2,443",312,316,330,159,"1,117",0,0,0,0,0,771,360,"1,131","13,441","15,884",
Sub-Total for Unknown,,,,,,"4,563","4,057","4,190",689,"13,499",99,689,"1,769",197,"2,754",372,370,"1,140",219,"2,101",0,0,0,0,0,"2,079",876,"2,955","18,555","21,309",
01/1990,TCL ,AL,ASO,ES,Towers with Display (VFR),0,317,758,209,"1,284",0,0,0,0,0,0,37,"1,467",333,"1,837",0,0,0,0,0,899,62,961,"4,082","4,082",
01/1990,TEB ,NJ,AEA,EN,Towers with Display (VFR),0,"1,325","6,426",0,"7,751",0,0,0,0,0,2,873,"5,401",9,"6,285",0,0,0,0,0,"2,542",0,"2,542","16,578","16,578",
01/1990,TIW ,WA,ANM,WE,Towers with Display (VFR),0,0,946,0,946,0,0,0,0,0,0,13,"2,325",7,"2,345",0,0,0,0,0,"2,742",2,"2,744","6,035","6,035",
Sub-Total for Unknown,,,,,,0,"1,642","8,130",209,"9,981",0,0,0,0,0,2,923,"9,193",349,"10,467",0,0,0,0,0,"6,183",64,"6,247","26,695","26,695",
01/1990,TLH ,FL,ASO,ES,Towers with Radar,"1,490","1,592","5,382",376,"8,840",0,158,"2,458",267,"2,883",118,225,178,138,659,0,0,0,0,0,"3,846",258,"4,104","13,603","16,486",
01/1990,TMB ,FL,ASO,ES,Towers with Display (VFR),0,0,"1,300",12,"1,312",0,0,0,0,0,0,0,"9,848",15,"9,863",0,0,0,0,0,"16,292",1,"16,293","27,468","27,468",
Sub-Total for ES,,,,,,"1,490","1,592","6,682",388,"10,152",0,158,"2,458",267,"2,883",118,225,"10,026",153,"10,522",0,0,0,0,0,"20,138",259,"20,397","41,071","43,954",
Sub-Total for ASO,,,,,,"1,490","1,592","6,682",388,"10,152",0,158,"2,458",267,"2,883",118,225,"10,026",153,"10,522",0,0,0,0,0,"20,138",259,"20,397","41,071","43,954",
Sub-Total for FL,,,,,,"1,490","1,592","6,682",388,"10,152",0,158,"2,458",267,"2,883",118,225,"10,026",153,"10,522",0,0,0,0,0,"20,138",259,"20,397","41,071","43,954",
01/1990,TOA ,CA,AWP,WE,Towers with Display (VFR),0,0,"1,556",0,"1,556",0,0,0,0,0,0,46,"8,654",2,"8,702",0,0,0,0,0,"7,508",0,"7,508","17,766","17,766",
Sub-Total for Unknown,,,,,,0,0,"2,856",12,"2,868",0,0,0,0,0,0,46,"18,502",17,"18,565",0,0,0,0,0,"23,800",1,"23,801","45,234","45,234",
01/1990,TOL ,OH,AGL,CE,Towers with Radar,534,"1,733","2,984",148,"5,399",42,900,"3,547",46,"4,535",73,149,6,107,335,0,0,0,0,0,"1,772",180,"1,952","7,686","12,221",
01/1990,TOP ,KS,ACE,CE,Federal Contract Tower,0,22,443,2,467,0,0,0,0,0,0,10,"2,080",35,"2,125",0,0,0,0,0,"1,953",28,"1,981","4,573","4,573",
Sub-Total for CE,,,,,,534,"1,755","3,427",150,"5,866",42,900,"3,547",46,"4,535",73,159,"2,086",142,"2,460",0,0,0,0,0,"3,725",208,"3,933","12,259","16,794",
01/1990,TPA ,FL,ASO,ES,Towers with Radar,"11,753","3,502","3,363",188,"18,806",0,498,"7,634",900,"9,032",132,7,0,0,139,0,0,0,0,0,8,0,8,"18,953","27,985",
01/1990,TRI ,TN,ASO,ES,Towers with Radar,534,"1,382","2,616",9,"4,541",0,61,"1,829",299,"2,189",48,104,30,25,207,0,0,0,0,0,"1,406",0,"1,406","6,154","8,343",
Sub-Total for Unknown,,,,,,"12,287","4,884","5,979",197,"23,347",0,559,"9,463","1,199","11,221",180,111,30,25,346,0,0,0,0,0,"1,414",0,"1,414","25,107","36,328",
Sub-Total for ES,,,,,,"12,287","4,884","5,979",197,"23,347",0,559,"9,463","1,199","11,221",180,111,30,25,346,0,0,0,0,0,"1,414",0,"1,414","25,107","36,328",
Sub-Total for ASO,,,,,,"12,287","4,884","5,979",197,"23,347",0,559,"9,463","1,199","11,221",180,111,30,25,346,0,0,0,0,0,"1,414",0,"1,414","25,107","36,328",
01/1990,TTD ,OR,ANM,WE,Towers with Display (VFR),0,0,121,0,121,0,0,0,0,0,0,32,643,17,692,0,0,0,0,0,"4,020",29,"4,049","4,862","4,862",
01/1990,TTN ,NJ,AEA,EN,Towers with Display (VFR),0,210,"1,275",22,"1,507",0,0,0,0,0,0,31,"5,182",614,"5,827",0,0,0,0,0,"4,369",274,"4,643","11,977","11,977",
Sub-Total for Unknown,,,,,,0,210,"1,396",22,"1,628",0,0,0,0,0,0,63,"5,825",631,"6,519",0,0,0,0,0,"8,389",303,"8,692","16,839","16,839",
01/1990,TUL ,OK,ASW,CE,Towers with Radar,"4,272",716,"5,715",720,"11,423",46,579,"3,915",172,"4,712",354,184,55,51,644,0,0,0,0,0,"2,479",661,"3,140","15,207","19,919",
01/1990,TUS ,AZ,AWP,WE,Combined TRACON & Tower with Radar,"3,265",454,"7,878","1,293","12,890",0,0,0,0,0,291,109,344,294,"1,038",0,0,0,0,0,"3,666","1,740","5,406","19,334","19,334",
01/1990,TUT ,AS,AWP,WE,Tower without Radar,34,174,7,10,225,116,0,0,0,116,17,511,18,23,569,0,0,0,0,0,58,0,58,852,968,
Sub-Total for WE,,,,,,"3,299",628,"7,885","1,303","13,115",116,0,0,0,116,308,620,362,317,"1,607",0,0,0,0,0,"3,724","1,740","5,464","20,186","20,302",
Sub-Total for AWP,,,,,,"3,299",628,"7,885","1,303","13,115",116,0,0,0,116,308,620,362,317,"1,607",0,0,0,0,0,"3,724","1,740","5,464","20,186","20,302",
01/1990,TVC ,MI,AGL,CE,Towers with Display (VFR),66,"1,027",465,3,"1,561",0,0,0,0,0,14,109,"1,532",109,"1,764",0,0,0,0,0,"3,012",418,"3,430","6,755","6,755",
01/1990,TVL ,CA,AWP,WE,Towers with Display (VFR),111,50,161,2,324,0,0,0,0,0,15,383,"1,060",30,"1,488",0,0,0,0,0,208,28,236,"2,048","2,048",
Sub-Total for Unknown,,,,,,177,"1,077",626,5,"1,885",0,0,0,0,0,29,492,"2,592",139,"3,252",0,0,0,0,0,"3,220",446,"3,666","8,803","8,803",
01/1990,TWF ,ID,ANM,WE,Combination Non-Radar Approach Control & Tower w/o Radar,7,898,326,4,"1,235",0,0,0,0,0,27,253,687,38,"1,005",0,0,0,0,0,842,0,842,"3,082","3,082",
Sub-Total for WE,,,,,,118,948,487,6,"1,559",0,0,0,0,0,42,636,"1,747",68,"2,493",0,0,0,0,0,"1,050",28,"1,078","5,130","5,130",
01/1990,TXK ,AR,ASW,CE,Towers with Display (VFR),0,860,571,70,"1,501",0,0,0,0,0,0,64,"1,133",89,"1,286",0,0,0,0,0,734,180,914,"3,701","3,701",
01/1990,TYR ,TX,ASW,CE,Tower without Radar,0,"1,420",790,0,"2,210",0,1,90,0,91,0,131,"2,312",25,"2,468",0,0,0,0,0,"1,544",10,"1,554","6,232","6,323",
Sub-Total for CE,,,,,,0,"2,280","1,361",70,"3,711",0,1,90,0,91,0,195,"3,445",114,"3,754",0,0,0,0,0,"2,278",190,"2,468","9,933","10,024",
Sub-Total for ASW,,,,,,0,"2,280","1,361",70,"3,711",0,1,90,0,91,0,195,"3,445",114,"3,754",0,0,0,0,0,"2,278",190,"2,468","9,933","10,024",
01/1990,TYS ,TN,ASO,ES,Towers with Radar,"1,795","2,257","4,933",906,"9,891",0,146,"2,002",38,"2,186",198,187,53,267,705,0,0,0,0,0,"1,946",704,"2,650","13,246","15,432",
01/1990,UCA ,NY,AEA,EN,Towers with Display (VFR),154,"1,030",838,68,"2,090",0,0,0,0,0,43,369,"1,173",222,"1,807",0,0,0,0,0,"1,486",24,"1,510","5,407","5,407",
01/1990,UGN ,IL,AGL,CE,Federal Contract Tower,0,23,834,0,857,0,0,0,0,0,0,27,"2,807",85,"2,919",0,0,0,0,0,"4,704",124,"4,828","8,604","8,604",
01/1990,VGT ,NV,AWP,WE,Towers with Display (VFR),0,0,70,0,70,0,0,0,0,0,0,164,"3,268",2,"3,434",0,0,0,0,0,"5,726",2,"5,728","9,232","9,232",
01/1990,VNY ,CA,AWP,WE,Towers with Display (VFR),0,5,"3,189",0,"3,194",0,0,0,0,0,0,37,"18,267",18,"18,322",0,0,0,0,0,"15,422",0,"15,422","36,938","36,938",
Sub-Total for WE,,,,,,0,5,"3,259",0,"3,264",0,0,0,0,0,0,201,"21,535",20,"21,756",0,0,0,0,0,"21,148",2,"21,150","46,170","46,170",
Sub-Total for AWP,,,,,,0,5,"3,259",0,"3,264",0,0,0,0,0,0,201,"21,535",20,"21,756",0,0,0,0,0,"21,148",2,"21,150","46,170","46,170",
01/1990,VRB ,FL,ASO,ES,Towers with Display (VFR),0,258,"1,896",0,"2,154",0,0,0,0,0,0,51,"12,019",9,"12,079",0,0,0,0,0,"8,047",6,"8,053","22,286","22,286",
Sub-Total for Unknown,,,,,,0,263,"5,155",0,"5,418",0,0,0,0,0,0,252,"33,554",29,"33,835",0,0,0,0,0,"29,195",8,"29,203","68,456","68,456",
01/1990,WDG ,OK,ASW,CE,Federal Contract Tower,56,25,163,587,831,0,0,0,0,0,96,65,"1,203",47,"1,411",0,0,0,0,0,906,631,"1,537","3,779","3,779",
01/1990,WHP ,CA,AWP,WE,Federal Contract Tower,0,0,61,0,61,0,0,0,0,0,0,28,"4,600",0,"4,628",0,0,0,0,0,"4,598",0,"4,598","9,287","9,287",
Sub-Total for Unknown,,,,,,56,25,224,587,892,0,0,0,0,0,96,93,"5,803",47,"6,039",0,0,0,0,0,"5,504",631,"6,135","13,066","13,066",
01/1990,WJF ,CA,AWP,WE,Towers with Display (VFR),0,0,357,17,374,0,0,0,0,0,0,106,"4,328",67,"4,501",0,0,0,0,0,"6,297",72,"6,369","11,244","11,244",
Sub-Total for WE,,,,,,0,0,418,17,435,0,0,0,0,0,0,134,"8,928",67,"9,129",0,0,0,0,0,"10,895",72,"10,967","20,531","20,531",
Sub-Total for AWP,,,,,,0,0,418,17,435,0,0,0,0,0,0,134,"8,928",67,"9,129",0,0,0,0,0,"10,895",72,"10,967","20,531","20,531",
Sub-Total for CA,,,,,,0,0,418,17,435,0,0,0,0,0,0,134,"8,928",67,"9,129",0,0,0,0,0,"10,895",72,"10,967","20,531","20,531",
01/1990,YIP ,MI,AGL,CE,Towers with Display (VFR),842,"1,210",598,0,"2,650",0,0,0,0,0,169,330,"2,369",11,"2,879",0,0,0,0,0,"4,632",8,"4,640","10,169","10,169",
Sub-Total for Unknown,,,,,,842,"1,210",955,17,"3,024",0,0,0,0,0,169,436,"6,697",78,"7,380",0,0,0,0,0,"10,929",80,"11,009","21,413","21,413",
01/1990,YKM ,WA,ANM,WE,Tower without Radar,0,"1,554",570,143,"2,267",0,34,22,0,56,11,146,938,115,"1,210",0,0,0,0,0,"1,794",204,"1,998","5,475","5,531",
01/1990,YNG ,OH,AGL,CE,Towers with Radar,94,486,"2,424",296,"3,300",3,869,"1,334",0,"2,206",24,0,106,50,180,0,0,0,0,0,"3,044","1,252","4,296","7,776","9,982",
Sub-Total for 01/1990,,,,,,"1,028,667","599,450","832,468","82,286","2,542,871","32,296","76,155","282,626","35,817","426,894","45,550","106,466","866,137","38,038","1,056,191",24,733,"13,337",601,"14,695","1,239,859","125,331","1,365,190","4,964,252","5,405,841",
Total:, ,,,,,"3,381,987","1,539,687","1,468,411","142,673","6,532,758","32,302","94,229","363,826","40,486","530,843","151,810","158,923","968,336","50,470","1,329,539",24,733,"13,337",601,"14,695","1,328,213","139,162","1,467,375","9,329,672","9,875,210",
"Report created on Sat Nov 14 09:53:23 EST 2020
Sources: Air Traffic Activity System (ATADS)
Show data notices.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
