
From 01/1989 To 01/1990,,,,,,,,,,,,,,,,,,,,,,,,,,,
 ,,,,,,IFR Itinerant,,,,,IFR Overflight,,,,,VFR Itinerant,,,,,VFR Overflight,,,,, ,
Date,Facility,State,Region,"DDSO
Service
Area",Class,"Air
Carrier","Air
Taxi","General
Aviation",Military,Total,"Air
Carrier","Air
Taxi","General
Aviation",Military,Total,"Air
Carrier","Air
Taxi","General
Aviation",Military,Total,"Air
Carrier","Air
Taxi","General
Aviation",Military,Total,"Total
Operations",
12/1989,NKX ,CA,AWP,WE,"TRACON, RAPCON, or CERAP","10,745","5,427","7,399","9,018","32,589",10,335,"3,884",487,"4,716",0,0,0,0,0,0,0,0,0,0,"37,305",
12/1989,NMM ,MS,ASO,CE,"TRACON, RAPCON, or CERAP",0,663,412,"4,705","5,780",10,161,701,152,"1,024",0,0,0,0,0,0,0,0,0,0,"6,804",
12/1989,NZJ ,CA,AWP,WE,"TRACON, RAPCON, or CERAP","7,063","2,376","9,283","2,327","21,049","11,085","4,929","10,729",947,"27,690",0,0,0,0,0,0,0,0,0,0,"48,739",
12/1989,O40 ,CA,AWP,WE,"TRACON, RAPCON, or CERAP","7,414","2,786","8,889","5,105","24,194","2,148","3,142","13,724",181,"19,195",0,0,0,0,0,0,0,0,0,0,"43,389",
12/1989,O90 ,CA,AWP,WE,"TRACON, RAPCON, or CERAP","39,135","13,212","25,136","2,381","79,864",164,94,"1,979",245,"2,482",0,0,0,0,0,0,0,0,0,0,"82,346",
Sub-Total for Unknown,,,,,,"64,357","24,464","51,119","23,536","163,476","13,417","8,661","31,017","2,012","55,107",0,0,0,0,0,0,0,0,0,0,"218,583",
Sub-Total for CA,,,,,,"53,612","18,374","43,308","9,813","125,107","13,397","8,165","26,432","1,373","49,367",0,0,0,0,0,0,0,0,0,0,"174,474",
12/1989,OGG ,HI,AWP,WE,Combined TRACON & Tower with Radar,"4,666","5,172","1,564",356,"11,758",0,205,68,0,273,0,0,0,0,0,0,0,0,0,0,"12,031",
Sub-Total for WE,,,,,,"58,278","23,546","44,872","10,169","136,865","13,397","8,370","26,500","1,373","49,640",0,0,0,0,0,0,0,0,0,0,"186,505",
Sub-Total for AWP,,,,,,"58,278","23,546","44,872","10,169","136,865","13,397","8,370","26,500","1,373","49,640",0,0,0,0,0,0,0,0,0,0,"186,505",
12/1989,OKC ,OK,ASW,CE,Towers with Radar,"4,892",317,"6,421","3,919","15,549",1,157,"4,520",343,"5,021",0,0,0,0,0,0,0,0,0,0,"20,570",
12/1989,ORF ,VA,AEA,EN,Towers with Radar,"5,654","1,304","6,135","8,454","21,547",623,51,"2,456","1,996","5,126",0,0,0,0,0,0,0,0,0,0,"26,673",
Sub-Total for Unknown,,,,,,"10,546","1,621","12,556","12,373","37,096",624,208,"6,976","2,339","10,147",0,0,0,0,0,0,0,0,0,0,"47,243",
12/1989,P31 ,FL,ASO,ES,"TRACON, RAPCON, or CERAP","1,664",708,"3,519","19,255","25,146",14,158,"1,285",431,"1,888",0,0,0,0,0,0,0,0,0,0,"27,034",
12/1989,P50 ,AZ,AWP,WE,"TRACON, RAPCON, or CERAP","24,282","4,800","13,886","9,125","52,093",73,27,776,175,"1,051",0,0,0,0,0,0,0,0,0,0,"53,144",
12/1989,P80 ,OR,ANM,WE,"TRACON, RAPCON, or CERAP","8,725","7,931","5,649",765,"23,070",17,116,"1,455",85,"1,673",0,0,0,0,0,0,0,0,0,0,"24,743",
Sub-Total for Unknown,,,,,,"34,671","13,439","23,054","29,145","100,309",104,301,"3,516",691,"4,612",0,0,0,0,0,0,0,0,0,0,"104,921",
Sub-Total for WE,,,,,,"33,007","12,731","19,535","9,890","75,163",90,143,"2,231",260,"2,724",0,0,0,0,0,0,0,0,0,0,"77,887",
12/1989,PBI ,FL,ASO,ES,Towers with Radar,"5,702","2,312","11,504",184,"19,702",86,735,"6,232",168,"7,221",0,0,0,0,0,0,0,0,0,0,"26,923",
12/1989,PHL ,PA,AEA,EN,Towers with Radar,"17,654","10,857","8,353","1,499","38,363",5,408,"2,496",411,"3,320",0,0,0,0,0,0,0,0,0,0,"41,683",
12/1989,PIA ,IL,AGL,CE,Towers with Radar,603,"2,976","3,266",611,"7,456",33,"1,856","2,546",72,"4,507",0,0,0,0,0,0,0,0,0,0,"11,963",
12/1989,PIT ,PA,AEA,CE,Towers with Radar,"20,892","8,384","6,011",519,"35,806",13,131,"2,000",26,"2,170",0,0,0,0,0,0,0,0,0,0,"37,976",
Sub-Total for Unknown,,,,,,"44,851","24,529","29,134","2,813","101,327",137,"3,130","13,274",677,"17,218",0,0,0,0,0,0,0,0,0,0,"118,545",
Sub-Total for CE,,,,,,"21,495","11,360","9,277","1,130","43,262",46,"1,987","4,546",98,"6,677",0,0,0,0,0,0,0,0,0,0,"49,939",
12/1989,PSP ,CA,AWP,WE,Combined TRACON & Tower with Radar,"1,088","2,871","5,776",93,"9,828",12,185,"2,120",97,"2,414",0,0,0,0,0,0,0,0,0,0,"12,242",
12/1989,PUB ,CO,ANM,WE,Combined TRACON & Tower with Radar,522,485,772,482,"2,261",85,6,121,"1,521","1,733",0,0,0,0,0,0,0,0,0,0,"3,994",
Sub-Total for Unknown,,,,,,"1,610","3,356","6,548",575,"12,089",97,191,"2,241","1,618","4,147",0,0,0,0,0,0,0,0,0,0,"16,236",
Sub-Total for WE,,,,,,"1,610","3,356","6,548",575,"12,089",97,191,"2,241","1,618","4,147",0,0,0,0,0,0,0,0,0,0,"16,236",
12/1989,PWM ,ME,ANE,EN,Towers with Radar,"1,490","2,507","2,727",47,"6,771",6,864,"1,136",413,"2,419",0,0,0,0,0,0,0,0,0,0,"9,190",
12/1989,R90 ,NE,ACE,CE,"TRACON, RAPCON, or CERAP","3,527","1,481","4,451","1,757","11,216",280,235,"2,079",89,"2,683",0,0,0,0,0,0,0,0,0,0,"13,899",
12/1989,RDG ,PA,AEA,EN,Towers with Radar,3,"1,132",972,90,"2,197",7,670,638,43,"1,358",0,0,0,0,0,0,0,0,0,0,"3,555",
12/1989,RDU ,NC,ASO,EN,Towers with Radar,"10,040","4,717","5,569",483,"20,809",26,464,"1,922",305,"2,717",0,0,0,0,0,0,0,0,0,0,"23,526",
Sub-Total for EN,,,,,,"10,043","5,849","6,541",573,"23,006",33,"1,134","2,560",348,"4,075",0,0,0,0,0,0,0,0,0,0,"27,081",
12/1989,RFD ,IL,AGL,CE,Towers with Radar,85,"1,205","4,290",194,"5,774",43,"1,925","2,574",94,"4,636",0,0,0,0,0,0,0,0,0,0,"10,410",
12/1989,RIC ,VA,AEA,EN,Towers with Radar,"2,967","1,742","4,499","1,066","10,274",7,576,"2,307",472,"3,362",0,0,0,0,0,0,0,0,0,0,"13,636",
12/1989,RNO ,NV,AWP,WE,Towers with Radar,"3,732","1,704","5,676",668,"11,780",2,4,606,97,709,0,0,0,0,0,0,0,0,0,0,"12,489",
12/1989,ROA ,VA,AEA,EN,Towers with Radar,"1,168","1,686","2,095",48,"4,997",78,259,970,103,"1,410",0,0,0,0,0,0,0,0,0,0,"6,407",
12/1989,ROC ,NY,AEA,CE,Towers with Radar,"3,943","1,920","3,050",114,"9,027",411,594,945,69,"2,019",0,0,0,0,0,0,0,0,0,0,"11,046",
Sub-Total for Unknown,,,,,,"21,938","14,106","26,151","2,663","64,858",574,"4,492","9,962","1,183","16,211",0,0,0,0,0,0,0,0,0,0,"81,069",
Sub-Total for AEA,,,,,,"5,111","3,606","5,145",162,"14,024",489,853,"1,915",172,"3,429",0,0,0,0,0,0,0,0,0,0,"17,453",
12/1989,ROW ,NM,ASW,WE,Tower without Radar,2,527,462,935,"1,926",0,14,68,38,120,0,0,0,0,0,0,0,0,0,0,"2,046",
12/1989,RST ,MN,AGL,CE,Towers with Radar,479,223,979,154,"1,835",1,51,477,10,539,0,0,0,0,0,0,0,0,0,0,"2,374",
12/1989,RSW ,FL,ASO,ES,Towers with Radar,"3,760","2,742","3,640",201,"10,343",40,828,"4,564",141,"5,573",0,0,0,0,0,0,0,0,0,0,"15,916",
Sub-Total for Unknown,,,,,,"4,239","2,965","4,619",355,"12,178",41,879,"5,041",151,"6,112",0,0,0,0,0,0,0,0,0,0,"18,290",
12/1989,S46 ,WA,ANM,WE,"TRACON, RAPCON, or CERAP","15,709","12,887","8,795","2,537","39,928",47,99,"1,555",234,"1,935",0,0,0,0,0,0,0,0,0,0,"41,863",
12/1989,S56 ,UT,ANM,WE,"TRACON, RAPCON, or CERAP","12,956","4,924","6,669","2,471","27,020",4,337,"2,503",131,"2,975",0,0,0,0,0,0,0,0,0,0,"29,995",
Sub-Total for Unknown,,,,,,"28,665","17,811","15,464","5,008","66,948",51,436,"4,058",365,"4,910",0,0,0,0,0,0,0,0,0,0,"71,858",
Sub-Total for WE,,,,,,"28,665","17,811","15,464","5,008","66,948",51,436,"4,058",365,"4,910",0,0,0,0,0,0,0,0,0,0,"71,858",
Sub-Total for ANM,,,,,,"28,665","17,811","15,464","5,008","66,948",51,436,"4,058",365,"4,910",0,0,0,0,0,0,0,0,0,0,"71,858",
12/1989,SAT ,TX,ASW,CE,Towers with Radar,"6,880","1,485","7,570","9,086","25,021",11,35,"2,176",531,"2,753",0,0,0,0,0,0,0,0,0,0,"27,774",
12/1989,SAV ,GA,ASO,ES,Towers with Radar,"1,534",801,"3,792","1,287","7,414",7,206,"2,560",602,"3,375",0,0,0,0,0,0,0,0,0,0,"10,789",
12/1989,SBA ,CA,AWP,WE,Towers with Radar,717,"3,725","7,559",66,"12,067",0,413,"1,576",143,"2,132",0,0,0,0,0,0,0,0,0,0,"14,199",
12/1989,SBN ,IN,AGL,CE,Towers with Radar,592,"3,248","3,693",16,"7,549",35,"2,440","2,171",30,"4,676",0,0,0,0,0,0,0,0,0,0,"12,225",
12/1989,SCK ,CA,AWP,WE,Towers with Radar,105,813,"3,398",399,"4,715",294,"3,888","2,207",888,"7,277",0,0,0,0,0,0,0,0,0,0,"11,992",
12/1989,SDF ,KY,ASO,CE,Towers with Radar,"7,662","2,278","4,337",563,"14,840",111,361,"3,085",129,"3,686",0,0,0,0,0,0,0,0,0,0,"18,526",
12/1989,SGF ,MO,ACE,CE,Towers with Radar,343,"1,588","1,265",266,"3,462",0,192,431,14,637,0,0,0,0,0,0,0,0,0,0,"4,099",
12/1989,SHV ,LA,ASW,CE,Towers with Radar,"1,352","1,398","2,580","3,516","8,846",25,264,"2,010",156,"2,455",0,0,0,0,0,0,0,0,0,0,"11,301",
Sub-Total for Unknown,,,,,,"19,185","15,336","34,194","15,199","83,914",483,"7,799","16,216","2,493","26,991",0,0,0,0,0,0,0,0,0,0,"110,905",
12/1989,SJT ,TX,ASW,CE,Tower without Radar,4,"1,142",586,513,"2,245",0,1,58,25,84,0,0,0,0,0,0,0,0,0,0,"2,329",
Sub-Total for ASW,,,,,,"1,356","2,540","3,166","4,029","11,091",25,265,"2,068",181,"2,539",0,0,0,0,0,0,0,0,0,0,"13,630",
12/1989,SPI ,IL,AGL,CE,Towers with Radar,0,"2,009","3,462",454,"5,925",128,824,"1,194",64,"2,210",0,0,0,0,0,0,0,0,0,0,"8,135",
12/1989,SUX ,IA,ACE,CE,Towers with Radar,423,440,"1,243",398,"2,504",3,36,338,15,392,0,0,0,0,0,0,0,0,0,0,"2,896",
Sub-Total for CE,,,,,,"9,784","8,855","13,473","5,710","37,822",267,"1,678","7,116",403,"9,464",0,0,0,0,0,0,0,0,0,0,"47,286",
12/1989,SYR ,NY,AEA,EN,Towers with Radar,"4,364","3,811","2,889",454,"11,518",94,521,"1,285",435,"2,335",0,0,0,0,0,0,0,0,0,0,"13,853",
Sub-Total for Unknown,,,,,,"4,787","6,260","7,594","1,306","19,947",225,"1,381","2,817",514,"4,937",0,0,0,0,0,0,0,0,0,0,"24,884",
12/1989,T52 ,NY,AEA,EN,"TRACON, RAPCON, or CERAP",233,"1,184","1,588","1,412","4,417",331,904,919,156,"2,310",0,0,0,0,0,0,0,0,0,0,"6,727",
Sub-Total for EN,,,,,,"4,597","4,995","4,477","1,866","15,935",425,"1,425","2,204",591,"4,645",0,0,0,0,0,0,0,0,0,0,"20,580",
Sub-Total for AEA,,,,,,"4,597","4,995","4,477","1,866","15,935",425,"1,425","2,204",591,"4,645",0,0,0,0,0,0,0,0,0,0,"20,580",
Sub-Total for NY,,,,,,"4,597","4,995","4,477","1,866","15,935",425,"1,425","2,204",591,"4,645",0,0,0,0,0,0,0,0,0,0,"20,580",
12/1989,T75 ,MO,ACE,CE,"TRACON, RAPCON, or CERAP","23,119","8,556","6,610",786,"39,071",17,118,"1,191",488,"1,814",0,0,0,0,0,0,0,0,0,0,"40,885",
Sub-Total for Unknown,,,,,,"23,352","9,740","8,198","2,198","43,488",348,"1,022","2,110",644,"4,124",0,0,0,0,0,0,0,0,0,0,"47,612",
12/1989,TLH ,FL,ASO,ES,Towers with Radar,"1,486","1,577","4,549",321,"7,933",1,109,"2,189",281,"2,580",0,0,0,0,0,0,0,0,0,0,"10,513",
12/1989,TOL ,OH,AGL,CE,Towers with Radar,810,"1,664","3,800",183,"6,457",205,953,"3,303",23,"4,484",0,0,0,0,0,0,0,0,0,0,"10,941",
12/1989,TPA ,FL,ASO,ES,Towers with Radar,"14,321","4,408","10,502","3,825","33,056",28,544,"7,616",811,"8,999",0,0,0,0,0,0,0,0,0,0,"42,055",
12/1989,TRI ,TN,ASO,ES,Towers with Radar,576,"1,400","2,360",20,"4,356",3,71,"1,206",226,"1,506",0,0,0,0,0,0,0,0,0,0,"5,862",
Sub-Total for ES,,,,,,"14,897","5,808","12,862","3,845","37,412",31,615,"8,822","1,037","10,505",0,0,0,0,0,0,0,0,0,0,"47,917",
Sub-Total for ASO,,,,,,"14,897","5,808","12,862","3,845","37,412",31,615,"8,822","1,037","10,505",0,0,0,0,0,0,0,0,0,0,"47,917",
12/1989,TUL ,OK,ASW,CE,Towers with Radar,"4,594",868,"5,879",941,"12,282",1,538,"4,167",123,"4,829",0,0,0,0,0,0,0,0,0,0,"17,111",
Sub-Total for Unknown,,,,,,"21,787","9,917","27,090","5,290","64,084",238,"2,215","18,481","1,464","22,398",0,0,0,0,0,0,0,0,0,0,"86,482",
12/1989,TUT ,AS,AWP,WE,Tower without Radar,71,247,38,25,381,112,1,2,3,118,0,0,0,0,0,0,0,0,0,0,499,
12/1989,TWF ,ID,ANM,WE,Combination Non-Radar Approach Control & Tower w/o Radar,10,708,315,33,"1,066",0,4,9,1,14,0,0,0,0,0,0,0,0,0,0,"1,080",
Sub-Total for WE,,,,,,81,955,353,58,"1,447",112,5,11,4,132,0,0,0,0,0,0,0,0,0,0,"1,579",
12/1989,TYR ,TX,ASW,CE,Tower without Radar,0,"1,611",747,16,"2,374",0,4,79,2,85,0,0,0,0,0,0,0,0,0,0,"2,459",
12/1989,TYS ,TN,ASO,ES,Towers with Radar,"1,941","2,223","4,371",883,"9,418",2,114,"1,543",63,"1,722",0,0,0,0,0,0,0,0,0,0,"11,140",
12/1989,U90 ,AZ,AWP,WE,"TRACON, RAPCON, or CERAP","3,662",490,"9,839","8,075","22,066",0,112,501,245,858,0,0,0,0,0,0,0,0,0,0,"22,924",
12/1989,Y90 ,CT,ANE,EN,"TRACON, RAPCON, or CERAP","5,699","6,327","5,510","1,810","19,346",171,"3,768","5,697",352,"9,988",0,0,0,0,0,0,0,0,0,0,"29,334",
Sub-Total for Unknown,,,,,,"9,361","6,817","15,349","9,885","41,412",171,"3,880","6,198",597,"10,846",0,0,0,0,0,0,0,0,0,0,"52,258",
12/1989,YKM ,WA,ANM,WE,Tower without Radar,13,"1,540",650,132,"2,335",2,46,58,6,112,0,0,0,0,0,0,0,0,0,0,"2,447",
12/1989,YNG ,OH,AGL,CE,Towers with Radar,110,764,"2,377",326,"3,577",20,712,"1,095",11,"1,838",0,0,0,0,0,0,0,0,0,0,"5,415",
12/1989,ZHN ,HI,AWP,WE,"TRACON, RAPCON, or CERAP","9,888","9,368","1,867",887,"22,010","13,503",783,467,"2,854","17,607",0,0,0,0,0,0,0,0,0,0,"39,617",
12/1989,ZSU ,PR,ASO,ES,"TRACON, RAPCON, or CERAP","7,558","14,041","4,785","1,360","27,744","7,018",135,730,500,"8,383",0,0,0,0,0,0,0,0,0,0,"36,127",
Sub-Total for Unknown,,,,,,"17,446","23,409","6,652","2,247","49,754","20,521",918,"1,197","3,354","25,990",0,0,0,0,0,0,0,0,0,0,"75,744",
12/1989,ZUA ,GU,AWP,WE,Air Route Traffic Control Center,"1,293",204,43,764,"2,304",1,2,163,84,250,0,0,0,0,0,0,0,0,0,0,"2,554",
Sub-Total for 12/1989,,,,,,"1,060,896","587,316","859,044","242,113","2,749,369","73,667","103,479","356,025","59,397","592,568",0,0,0,0,0,0,0,0,0,0,"3,341,937",
01/1990,A90 ,NH,ANE,EN,"TRACON, RAPCON, or CERAP","20,621","11,630","7,287",667,"40,205",27,130,"3,735",141,"4,033",0,0,0,0,0,0,0,0,0,0,"44,238",
01/1990,ABE ,PA,AEA,EN,Towers with Radar,"1,141","1,713","5,058",334,"8,246",33,"2,792","3,549",214,"6,588",0,0,0,0,0,0,0,0,0,0,"14,834",
Sub-Total for EN,,,,,,"21,762","13,343","12,345","1,001","48,451",60,"2,922","7,284",355,"10,621",0,0,0,0,0,0,0,0,0,0,"59,072",
01/1990,ABI ,TX,ASW,CE,Towers with Radar,30,"1,747","3,516","4,896","10,189",0,150,825,76,"1,051",0,0,0,0,0,0,0,0,0,0,"11,240",
01/1990,ABQ ,NM,ASW,WE,Towers with Radar,"6,036","3,372","5,899","3,274","18,581",0,83,"2,542","2,178","4,803",0,0,0,0,0,0,0,0,0,0,"23,384",
01/1990,ACT ,TX,ASW,CE,Towers with Radar,72,763,"1,338",591,"2,764",0,"1,255",974,130,"2,359",0,0,0,0,0,0,0,0,0,0,"5,123",
Sub-Total for ASW,,,,,,"6,138","5,882","10,753","8,761","31,534",0,"1,488","4,341","2,384","8,213",0,0,0,0,0,0,0,0,0,0,"39,747",
01/1990,ACY ,NJ,AEA,EN,Towers with Radar,491,"2,213","5,439",885,"9,028",186,82,"1,461","1,000","2,729",0,0,0,0,0,0,0,0,0,0,"11,757",
01/1990,AGS ,GA,ASO,ES,Towers with Radar,552,"1,192","2,339",398,"4,481",28,276,"2,090",200,"2,594",0,0,0,0,0,0,0,0,0,0,"7,075",
01/1990,ALB ,NY,AEA,EN,Towers with Radar,"2,623","7,770","5,221",761,"16,375",23,876,"1,738",116,"2,753",0,0,0,0,0,0,0,0,0,0,"19,128",
01/1990,ALO ,IA,ACE,CE,Towers with Radar,0,"1,461",989,44,"2,494",22,195,794,0,"1,011",0,0,0,0,0,0,0,0,0,0,"3,505",
01/1990,AMA ,TX,ASW,WE,Towers with Radar,"1,149",311,"3,186","1,822","6,468",0,0,494,152,646,0,0,0,0,0,0,0,0,0,0,"7,114",
01/1990,ANC ,AK,AAL,WE,Towers with Radar,"6,584","3,374","2,442","2,101","14,501",2,77,205,37,321,35,715,"1,053",71,"1,874",0,86,185,28,299,"16,995",
01/1990,ASE ,CO,ANM,WE,Towers with Radar,723,"1,188","1,172",0,"3,083",28,34,405,0,467,0,0,0,0,0,0,0,0,0,0,"3,550",
Sub-Total for WE,,,,,,"8,456","4,873","6,800","3,923","24,052",30,111,"1,104",189,"1,434",35,715,"1,053",71,"1,874",0,86,185,28,299,"27,659",
01/1990,ATL ,GA,ASO,ES,Towers with Radar,"47,808","15,132","12,519","1,660","77,119",0,42,"1,719",78,"1,839",1,42,99,7,149,0,12,694,35,741,"79,848",
01/1990,AUS ,TX,ASW,CE,Towers with Radar,"5,244","2,357","8,922","2,829","19,352",0,115,"1,440",134,"1,689",0,0,0,0,0,0,0,0,0,0,"21,041",
01/1990,AVL ,NC,ASO,ES,Towers with Radar,351,"1,656","1,924",8,"3,939",29,455,"1,906",159,"2,549",0,0,0,0,0,0,0,0,0,0,"6,488",
01/1990,AVP ,PA,AEA,EN,Towers with Radar,502,"1,336","2,015",134,"3,987",0,439,"2,198",42,"2,679",0,0,0,0,0,0,0,0,0,0,"6,666",
01/1990,AZO ,MI,AGL,CE,Towers with Radar,542,"1,879","3,845",283,"6,549",34,"1,270","1,741",2,"3,047",0,0,0,0,0,0,0,0,0,0,"9,596",
Sub-Total for Unknown,,,,,,"73,848","47,464","65,824","20,020","207,156",385,"8,141","24,081","4,518","37,125",36,757,"1,152",78,"2,023",0,98,879,63,"1,040","247,344",
01/1990,B90 ,CA,AWP,WE,"TRACON, RAPCON, or CERAP","3,496","4,350","16,491",307,"24,644","3,569","5,233","8,650",477,"17,929",0,0,0,0,0,0,0,0,0,0,"42,573",
01/1990,BFL ,CA,AWP,WE,Towers with Radar,114,"1,970","1,977",108,"4,169",0,763,649,43,"1,455",0,0,0,0,0,0,0,0,0,0,"5,624",
Sub-Total for WE,,,,,,"3,610","6,320","18,468",415,"28,813","3,569","5,996","9,299",520,"19,384",0,0,0,0,0,0,0,0,0,0,"48,197",
Sub-Total for AWP,,,,,,"3,610","6,320","18,468",415,"28,813","3,569","5,996","9,299",520,"19,384",0,0,0,0,0,0,0,0,0,0,"48,197",
Sub-Total for CA,,,,,,"3,610","6,320","18,468",415,"28,813","3,569","5,996","9,299",520,"19,384",0,0,0,0,0,0,0,0,0,0,"48,197",
01/1990,BGM ,NY,AEA,EN,Towers with Radar,362,"2,075","1,378",23,"3,838",40,"1,301","1,182",16,"2,539",0,0,0,0,0,0,0,0,0,0,"6,377",
01/1990,BGR ,ME,ANE,EN,Towers with Radar,789,"2,003","2,085",940,"5,817",0,265,556,34,855,0,0,0,0,0,0,0,0,0,0,"6,672",
Sub-Total for EN,,,,,,"1,151","4,078","3,463",963,"9,655",40,"1,566","1,738",50,"3,394",0,0,0,0,0,0,0,0,0,0,"13,049",
01/1990,BHM ,AL,ASO,ES,Towers with Radar,"3,428","2,581","8,711","1,424","16,144",0,422,"2,258",374,"3,054",0,0,0,0,0,0,0,0,0,0,"19,198",
01/1990,BIL ,MT,ANM,WE,Towers with Radar,964,"1,890","2,693",37,"5,584",0,0,107,0,107,0,0,0,0,0,0,0,0,0,0,"5,691",
01/1990,BIS ,ND,AGL,CE,Towers with Radar,717,426,771,145,"2,059",0,0,28,9,37,0,0,0,0,0,0,0,0,0,0,"2,096",
01/1990,BNA ,TN,ASO,CE,Towers with Radar,"9,509","5,030","7,334",543,"22,416",27,92,"2,081",157,"2,357",0,0,0,0,0,0,0,0,0,0,"24,773",
Sub-Total for CE,,,,,,"10,226","5,456","8,105",688,"24,475",27,92,"2,109",166,"2,394",0,0,0,0,0,0,0,0,0,0,"26,869",
01/1990,BOI ,ID,ANM,WE,Towers with Radar,"1,541","3,572","3,613","1,129","9,855",0,0,56,52,108,0,0,0,0,0,0,0,0,0,0,"9,963",
Sub-Total for Unknown,,,,,,"17,424","19,547","28,562","4,349","69,882",67,"2,843","6,917",685,"10,512",0,0,0,0,0,0,0,0,0,0,"80,394",
01/1990,BPT ,TX,ASW,CE,Combined TRACON & Tower with Radar,0,"1,703","2,645",34,"4,382",0,113,"1,028",54,"1,195",0,0,0,0,0,0,0,0,0,0,"5,577",
01/1990,BTR ,LA,ASW,CE,Towers with Radar,"1,563",721,"4,816",168,"7,268",108,940,"1,937",223,"3,208",0,0,0,0,0,0,0,0,0,0,"10,476",
Sub-Total for CE,,,,,,"1,563","2,424","7,461",202,"11,650",108,"1,053","2,965",277,"4,403",0,0,0,0,0,0,0,0,0,0,"16,053",
Sub-Total for ASW,,,,,,"1,563","2,424","7,461",202,"11,650",108,"1,053","2,965",277,"4,403",0,0,0,0,0,0,0,0,0,0,"16,053",
01/1990,BTV ,VT,ANE,EN,Towers with Radar,"1,373","3,339","2,896","2,183","9,791",0,296,420,65,781,0,0,0,0,0,0,0,0,0,0,"10,572",
01/1990,BUF ,NY,AEA,CE,Towers with Radar,"5,492","2,027","2,641",783,"10,943",767,509,"1,415",101,"2,792",0,0,0,0,0,0,0,0,0,0,"13,735",
01/1990,BWI ,MD,AEA,EN,Towers with Radar,"13,514","7,262","8,098",983,"29,857","3,162","3,762","3,990","1,094","12,008",0,0,0,0,0,0,0,0,0,0,"41,865",
Sub-Total for Unknown,,,,,,"21,942","13,349","18,451","4,117","57,859","4,037","5,507","7,762","1,483","18,789",0,0,0,0,0,0,0,0,0,0,"76,648",
Sub-Total for AEA,,,,,,"19,006","9,289","10,739","1,766","40,800","3,929","4,271","5,405","1,195","14,800",0,0,0,0,0,0,0,0,0,0,"55,600",
01/1990,C90 ,IL,AGL,CE,"TRACON, RAPCON, or CERAP","64,125","20,710","12,255",766,"97,856",110,61,249,3,423,0,0,157,0,157,0,0,0,0,0,"98,436",
01/1990,CAE ,SC,ASO,ES,Towers with Radar,"1,965","1,641","4,315",509,"8,430",4,355,"2,883",444,"3,686",0,0,0,0,0,0,0,0,0,0,"12,116",
01/1990,CAK ,OH,AGL,CE,Towers with Radar,763,"1,359","6,454",495,"9,071",0,596,"2,248",25,"2,869",0,0,0,0,0,0,0,0,0,0,"11,940",
01/1990,CHA ,TN,ASO,ES,Towers with Radar,890,"1,411","4,964",185,"7,450",0,46,"1,828",112,"1,986",0,0,0,0,0,0,0,0,0,0,"9,436",
01/1990,CHS ,SC,ASO,ES,Towers with Radar,"2,399",212,"3,522","2,703","8,836",0,47,"2,381",452,"2,880",0,0,0,0,0,0,0,0,0,0,"11,716",
Sub-Total for ES,,,,,,"3,289","1,623","8,486","2,888","16,286",0,93,"4,209",564,"4,866",0,0,0,0,0,0,0,0,0,0,"21,152",
Sub-Total for ASO,,,,,,"3,289","1,623","8,486","2,888","16,286",0,93,"4,209",564,"4,866",0,0,0,0,0,0,0,0,0,0,"21,152",
01/1990,CID ,IA,ACE,CE,Towers with Radar,"1,486","1,339","3,042",16,"5,883",0,280,"1,706",23,"2,009",0,0,0,0,0,0,0,0,0,0,"7,892",
01/1990,CKB ,WV,AEA,CE,Towers with Radar,0,950,"1,508",24,"2,482",0,746,"1,138",54,"1,938",0,0,0,0,0,0,0,0,0,0,"4,420",
01/1990,CLE ,OH,AGL,CE,Towers with Radar,"12,909","7,027","5,880",245,"26,061",291,332,"1,522",43,"2,188",45,33,811,33,922,12,23,846,26,907,"30,078",
Sub-Total for CE,,,,,,"14,395","9,316","10,430",285,"34,426",291,"1,358","4,366",120,"6,135",45,33,811,33,922,12,23,846,26,907,"42,390",
01/1990,CLT ,NC,ASO,ES,Towers with Radar,"20,602","10,270","7,816",307,"38,995",239,220,"3,881",123,"4,463",0,0,0,0,0,0,0,0,0,0,"43,458",
01/1990,CMH ,OH,AGL,CE,Towers with Radar,"4,811","4,733","8,715","1,537","19,796",208,735,"3,711",204,"4,858",0,0,0,0,0,0,0,0,0,0,"24,654",
01/1990,CMI ,IL,AGL,CE,Towers with Radar,182,"3,013","4,550",96,"7,841",0,383,"1,641",7,"2,031",0,0,0,0,0,0,0,0,0,0,"9,872",
Sub-Total for CE,,,,,,"4,993","7,746","13,265","1,633","27,637",208,"1,118","5,352",211,"6,889",0,0,0,0,0,0,0,0,0,0,"34,526",
Sub-Total for AGL,,,,,,"4,993","7,746","13,265","1,633","27,637",208,"1,118","5,352",211,"6,889",0,0,0,0,0,0,0,0,0,0,"34,526",
01/1990,COS ,CO,ANM,WE,Towers with Radar,"1,811",795,"2,541","1,511","6,658",15,388,"1,247",273,"1,923",0,0,0,0,0,0,0,0,0,0,"8,581",
Sub-Total for Unknown,,,,,,"47,818","32,750","53,307","7,628","141,503",757,"4,128","24,186","1,760","30,831",45,33,811,33,922,12,23,846,26,907,"174,163",
01/1990,COU ,MO,ACE,CE,Tower without Radar,0,695,"1,201",57,"1,953",0,0,156,0,156,0,0,0,0,0,0,0,0,0,0,"2,109",
